,image,label
532,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00533.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00533.tif
533,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00534.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00534.tif
534,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00535.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00535.tif
535,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00536.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00536.tif
536,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00537.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00537.tif
537,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00538.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00538.tif
538,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00539.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00539.tif
539,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00540.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00540.tif
540,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00541.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00541.tif
541,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00542.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00542.tif
542,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00543.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00543.tif
543,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00544.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00544.tif
544,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00545.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00545.tif
545,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00546.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00546.tif
546,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00547.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00547.tif
547,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00548.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00548.tif
548,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00549.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00549.tif
549,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00550.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00550.tif
550,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00551.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00551.tif
551,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00552.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00552.tif
552,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00553.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00553.tif
553,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00554.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00554.tif
554,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00555.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00555.tif
555,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00556.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00556.tif
556,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00557.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00557.tif
557,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00558.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00558.tif
558,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00559.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00559.tif
559,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00560.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00560.tif
560,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00561.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00561.tif
561,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00562.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00562.tif
562,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00563.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00563.tif
563,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00564.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00564.tif
564,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00565.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00565.tif
565,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00566.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00566.tif
566,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00567.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00567.tif
567,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00568.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00568.tif
568,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00569.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00569.tif
569,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00570.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00570.tif
570,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00571.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00571.tif
571,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00572.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00572.tif
572,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00573.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00573.tif
573,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00574.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00574.tif
574,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00575.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00575.tif
575,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00576.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00576.tif
576,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00577.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00577.tif
577,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00578.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00578.tif
578,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00579.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00579.tif
579,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00580.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00580.tif
580,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00581.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00581.tif
581,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00582.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00582.tif
582,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00583.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00583.tif
583,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00584.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00584.tif
584,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00585.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00585.tif
585,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00586.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00586.tif
586,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00587.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00587.tif
587,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00588.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00588.tif
588,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00589.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00589.tif
589,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00590.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00590.tif
590,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00591.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00591.tif
591,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00592.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00592.tif
592,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00593.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00593.tif
593,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00594.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00594.tif
594,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00595.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00595.tif
595,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00596.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00596.tif
596,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00597.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00597.tif
597,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00598.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00598.tif
598,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00599.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00599.tif
599,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00600.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00600.tif
600,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00601.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00601.tif
601,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00602.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00602.tif
602,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00603.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00603.tif
603,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00604.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00604.tif
604,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00605.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00605.tif
605,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00606.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00606.tif
606,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00607.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00607.tif
607,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00608.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00608.tif
608,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00609.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00609.tif
609,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00610.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00610.tif
610,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00611.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00611.tif
611,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00612.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00612.tif
612,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00613.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00613.tif
613,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00614.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00614.tif
614,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00615.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00615.tif
615,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00616.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00616.tif
616,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00617.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00617.tif
617,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00618.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00618.tif
618,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00619.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00619.tif
619,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00620.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00620.tif
620,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00621.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00621.tif
621,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00622.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00622.tif
622,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00623.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00623.tif
623,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00624.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00624.tif
624,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00625.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00625.tif
625,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00626.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00626.tif
626,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00627.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00627.tif
627,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00628.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00628.tif
628,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00629.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00629.tif
629,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00630.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00630.tif
630,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00631.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00631.tif
631,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00632.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00632.tif
632,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00633.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00633.tif
633,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00634.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00634.tif
634,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00635.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00635.tif
635,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00636.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00636.tif
636,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00637.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00637.tif
637,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00638.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00638.tif
638,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00639.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00639.tif
639,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00640.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00640.tif
640,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00641.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00641.tif
641,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00642.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00642.tif
642,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00643.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00643.tif
643,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00644.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00644.tif
644,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00645.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00645.tif
645,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00646.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00646.tif
646,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00647.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00647.tif
647,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00648.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00648.tif
648,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00649.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00649.tif
649,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00650.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00650.tif
650,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00651.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00651.tif
651,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00652.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00652.tif
652,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00653.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00653.tif
653,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00654.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00654.tif
654,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00655.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00655.tif
655,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00656.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00656.tif
656,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00657.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00657.tif
657,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00658.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00658.tif
658,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00659.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00659.tif
659,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00660.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00660.tif
660,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00661.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00661.tif
661,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00662.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00662.tif
